"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","55 years and over","Percent","239","units","0","v2091393","1.8.2.7","5.1","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","55 years and over","Percent","239","units","0","v2091393","1.8.2.7","5.0","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","55 years and over","Percent","239","units","0","v2091393","1.8.2.7","5.6","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","55 years and over","Percent","239","units","0","v2091393","1.8.2.7","5.4","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","55 years and over","Percent","239","units","0","v2091393","1.8.2.7","6.3","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","55 years and over","Percent","239","units","0","v2091393","1.8.2.7","6.1","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","55 years and over","Percent","239","units","0","v2091393","1.8.2.7","6.7","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","55 years and over","Percent","239","units","0","v2091393","1.8.2.7","6.6","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","55 years and over","Percent","239","units","0","v2091393","1.8.2.7","5.8","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Men+","15 to 64 years","Percent","239","units","0","v2091394","1.8.2.8","6.7","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Men+","15 to 64 years","Percent","239","units","0","v2091394","1.8.2.8","6.5","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Men+","15 to 64 years","Percent","239","units","0","v2091394","1.8.2.8","6.6","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Men+","15 to 64 years","Percent","239","units","0","v2091394","1.8.2.8","7.2","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","15 to 64 years","Percent","239","units","0","v2091394","1.8.2.8","6.5","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","15 to 64 years","Percent","239","units","0","v2091394","1.8.2.8","6.4","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","15 to 64 years","Percent","239","units","0","v2091394","1.8.2.8","7.0","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","15 to 64 years","Percent","239","units","0","v2091394","1.8.2.8","6.8","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","15 to 64 years","Percent","239","units","0","v2091394","1.8.2.8","7.9","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","15 to 64 years","Percent","239","units","0","v2091394","1.8.2.8","7.6","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","15 to 64 years","Percent","239","units","0","v2091394","1.8.2.8","8.0","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","15 to 64 years","Percent","239","units","0","v2091394","1.8.2.8","7.9","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","15 to 64 years","Percent","239","units","0","v2091394","1.8.2.8","7.5","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Men+","15 to 19 years","Percent","239","units","0","v2091395","1.8.2.9","19.1","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Men+","15 to 19 years","Percent","239","units","0","v2091395","1.8.2.9","18.2","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Men+","15 to 19 years","Percent","239","units","0","v2091395","1.8.2.9","21.6","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Men+","15 to 19 years","Percent","239","units","0","v2091395","1.8.2.9","21.9","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","15 to 19 years","Percent","239","units","0","v2091395","1.8.2.9","22.0","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","15 to 19 years","Percent","239","units","0","v2091395","1.8.2.9","21.5","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","15 to 19 years","Percent","239","units","0","v2091395","1.8.2.9","20.3","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","15 to 19 years","Percent","239","units","0","v2091395","1.8.2.9","18.1","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","15 to 19 years","Percent","239","units","0","v2091395","1.8.2.9","19.2","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","15 to 19 years","Percent","239","units","0","v2091395","1.8.2.9","19.1","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","15 to 19 years","Percent","239","units","0","v2091395","1.8.2.9","23.3","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","15 to 19 years","Percent","239","units","0","v2091395","1.8.2.9","24.3","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","15 to 19 years","Percent","239","units","0","v2091395","1.8.2.9","20.3","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Men+","20 to 24 years","Percent","239","units","0","v2091396","1.8.2.10","12.1","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Men+","20 to 24 years","Percent","239","units","0","v2091396","1.8.2.10","12.4","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Men+","20 to 24 years","Percent","239","units","0","v2091396","1.8.2.10","11.8","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Men+","20 to 24 years","Percent","239","units","0","v2091396","1.8.2.10","11.5","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","20 to 24 years","Percent","239","units","0","v2091396","1.8.2.10","10.8","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","20 to 24 years","Percent","239","units","0","v2091396","1.8.2.10","9.4","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","20 to 24 years","Percent","239","units","0","v2091396","1.8.2.10","12.9","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","20 to 24 years","Percent","239","units","0","v2091396","1.8.2.10","13.0","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","20 to 24 years","Percent","239","units","0","v2091396","1.8.2.10","14.1","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","20 to 24 years","Percent","239","units","0","v2091396","1.8.2.10","11.8","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","20 to 24 years","Percent","239","units","0","v2091396","1.8.2.10","11.5","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","20 to 24 years","Percent","239","units","0","v2091396","1.8.2.10","12.4","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","20 to 24 years","Percent","239","units","0","v2091396","1.8.2.10","13.3","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Men+","25 to 29 years","Percent","239","units","0","v2091397","1.8.2.11","8.6","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Men+","25 to 29 years","Percent","239","units","0","v2091397","1.8.2.11","7.1","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Men+","25 to 29 years","Percent","239","units","0","v2091397","1.8.2.11","6.1","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Men+","25 to 29 years","Percent","239","units","0","v2091397","1.8.2.11","7.7","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","25 to 29 years","Percent","239","units","0","v2091397","1.8.2.11","7.4","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","25 to 29 years","Percent","239","units","0","v2091397","1.8.2.11","7.3","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","25 to 29 years","Percent","239","units","0","v2091397","1.8.2.11","8.9","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","25 to 29 years","Percent","239","units","0","v2091397","1.8.2.11","8.2","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","25 to 29 years","Percent","239","units","0","v2091397","1.8.2.11","9.7","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","25 to 29 years","Percent","239","units","0","v2091397","1.8.2.11","9.6","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","25 to 29 years","Percent","239","units","0","v2091397","1.8.2.11","10.4","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","25 to 29 years","Percent","239","units","0","v2091397","1.8.2.11","9.8","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","25 to 29 years","Percent","239","units","0","v2091397","1.8.2.11","8.3","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Men+","30 to 34 years","Percent","239","units","0","v2091398","1.8.2.12","5.7","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Men+","30 to 34 years","Percent","239","units","0","v2091398","1.8.2.12","6.3","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Men+","30 to 34 years","Percent","239","units","0","v2091398","1.8.2.12","6.2","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Men+","30 to 34 years","Percent","239","units","0","v2091398","1.8.2.12","6.4","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","30 to 34 years","Percent","239","units","0","v2091398","1.8.2.12","6.0","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","30 to 34 years","Percent","239","units","0","v2091398","1.8.2.12","6.6","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","30 to 34 years","Percent","239","units","0","v2091398","1.8.2.12","6.0","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","30 to 34 years","Percent","239","units","0","v2091398","1.8.2.12","5.6","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","30 to 34 years","Percent","239","units","0","v2091398","1.8.2.12","7.2","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","30 to 34 years","Percent","239","units","0","v2091398","1.8.2.12","6.2","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","30 to 34 years","Percent","239","units","0","v2091398","1.8.2.12","6.2","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","30 to 34 years","Percent","239","units","0","v2091398","1.8.2.12","6.0","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","30 to 34 years","Percent","239","units","0","v2091398","1.8.2.12","6.3","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Men+","35 to 39 years","Percent","239","units","0","v2091399","1.8.2.13","4.5","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Men+","35 to 39 years","Percent","239","units","0","v2091399","1.8.2.13","5.1","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Men+","35 to 39 years","Percent","239","units","0","v2091399","1.8.2.13","5.2","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Men+","35 to 39 years","Percent","239","units","0","v2091399","1.8.2.13","5.3","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","35 to 39 years","Percent","239","units","0","v2091399","1.8.2.13","3.9","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","35 to 39 years","Percent","239","units","0","v2091399","1.8.2.13","4.3","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","35 to 39 years","Percent","239","units","0","v2091399","1.8.2.13","4.3","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","35 to 39 years","Percent","239","units","0","v2091399","1.8.2.13","4.0","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","35 to 39 years","Percent","239","units","0","v2091399","1.8.2.13","5.5","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","35 to 39 years","Percent","239","units","0","v2091399","1.8.2.13","5.8","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","35 to 39 years","Percent","239","units","0","v2091399","1.8.2.13","5.9","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","35 to 39 years","Percent","239","units","0","v2091399","1.8.2.13","5.6","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","35 to 39 years","Percent","239","units","0","v2091399","1.8.2.13","5.1","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Men+","40 to 44 years","Percent","239","units","0","v2091400","1.8.2.14","4.1","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Men+","40 to 44 years","Percent","239","units","0","v2091400","1.8.2.14","4.4","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Men+","40 to 44 years","Percent","239","units","0","v2091400","1.8.2.14","4.1","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Men+","40 to 44 years","Percent","239","units","0","v2091400","1.8.2.14","4.9","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","40 to 44 years","Percent","239","units","0","v2091400","1.8.2.14","5.0","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","40 to 44 years","Percent","239","units","0","v2091400","1.8.2.14","4.2","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","40 to 44 years","Percent","239","units","0","v2091400","1.8.2.14","5.1","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","40 to 44 years","Percent","239","units","0","v2091400","1.8.2.14","5.8","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","40 to 44 years","Percent","239","units","0","v2091400","1.8.2.14","6.1","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","40 to 44 years","Percent","239","units","0","v2091400","1.8.2.14","6.7","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","40 to 44 years","Percent","239","units","0","v2091400","1.8.2.14","6.5","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","40 to 44 years","Percent","239","units","0","v2091400","1.8.2.14","5.5","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","40 to 44 years","Percent","239","units","0","v2091400","1.8.2.14","5.2","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Men+","45 to 49 years","Percent","239","units","0","v2091401","1.8.2.15","3.8","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Men+","45 to 49 years","Percent","239","units","0","v2091401","1.8.2.15","3.2","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Men+","45 to 49 years","Percent","239","units","0","v2091401","1.8.2.15","3.5","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Men+","45 to 49 years","Percent","239","units","0","v2091401","1.8.2.15","4.0","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","45 to 49 years","Percent","239","units","0","v2091401","1.8.2.15","3.9","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","45 to 49 years","Percent","239","units","0","v2091401","1.8.2.15","4.2","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","45 to 49 years","Percent","239","units","0","v2091401","1.8.2.15","4.1","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","45 to 49 years","Percent","239","units","0","v2091401","1.8.2.15","4.0","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","45 to 49 years","Percent","239","units","0","v2091401","1.8.2.15","4.8","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","45 to 49 years","Percent","239","units","0","v2091401","1.8.2.15","4.5","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","45 to 49 years","Percent","239","units","0","v2091401","1.8.2.15","5.3","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","45 to 49 years","Percent","239","units","0","v2091401","1.8.2.15","5.0","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","45 to 49 years","Percent","239","units","0","v2091401","1.8.2.15","4.9","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Men+","50 to 54 years","Percent","239","units","0","v2091402","1.8.2.16","4.4","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Men+","50 to 54 years","Percent","239","units","0","v2091402","1.8.2.16","4.2","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Men+","50 to 54 years","Percent","239","units","0","v2091402","1.8.2.16","4.2","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Men+","50 to 54 years","Percent","239","units","0","v2091402","1.8.2.16","4.4","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","50 to 54 years","Percent","239","units","0","v2091402","1.8.2.16","4.4","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","50 to 54 years","Percent","239","units","0","v2091402","1.8.2.16","4.3","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","50 to 54 years","Percent","239","units","0","v2091402","1.8.2.16","5.1","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","50 to 54 years","Percent","239","units","0","v2091402","1.8.2.16","5.0","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","50 to 54 years","Percent","239","units","0","v2091402","1.8.2.16","5.9","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","50 to 54 years","Percent","239","units","0","v2091402","1.8.2.16","5.8","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","50 to 54 years","Percent","239","units","0","v2091402","1.8.2.16","6.0","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","50 to 54 years","Percent","239","units","0","v2091402","1.8.2.16","5.3","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","50 to 54 years","Percent","239","units","0","v2091402","1.8.2.16","6.1","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Men+","55 to 59 years","Percent","239","units","0","v2091403","1.8.2.17","4.7","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Men+","55 to 59 years","Percent","239","units","0","v2091403","1.8.2.17","4.6","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Men+","55 to 59 years","Percent","239","units","0","v2091403","1.8.2.17","4.1","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Men+","55 to 59 years","Percent","239","units","0","v2091403","1.8.2.17","5.3","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","55 to 59 years","Percent","239","units","0","v2091403","1.8.2.17","5.2","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","55 to 59 years","Percent","239","units","0","v2091403","1.8.2.17","5.0","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","55 to 59 years","Percent","239","units","0","v2091403","1.8.2.17","5.7","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","55 to 59 years","Percent","239","units","0","v2091403","1.8.2.17","4.9","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","55 to 59 years","Percent","239","units","0","v2091403","1.8.2.17","6.8","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","55 to 59 years","Percent","239","units","0","v2091403","1.8.2.17","6.4","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","55 to 59 years","Percent","239","units","0","v2091403","1.8.2.17","6.8","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","55 to 59 years","Percent","239","units","0","v2091403","1.8.2.17","6.6","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","55 to 59 years","Percent","239","units","0","v2091403","1.8.2.17","6.3","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Men+","60 to 64 years","Percent","239","units","0","v2091404","1.8.2.18","6.2","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Men+","60 to 64 years","Percent","239","units","0","v2091404","1.8.2.18","5.2","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Men+","60 to 64 years","Percent","239","units","0","v2091404","1.8.2.18","5.4","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Men+","60 to 64 years","Percent","239","units","0","v2091404","1.8.2.18","6.7","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","60 to 64 years","Percent","239","units","0","v2091404","1.8.2.18","5.9","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","60 to 64 years","Percent","239","units","0","v2091404","1.8.2.18","5.9","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","60 to 64 years","Percent","239","units","0","v2091404","1.8.2.18","6.5","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","60 to 64 years","Percent","239","units","0","v2091404","1.8.2.18","6.8","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","60 to 64 years","Percent","239","units","0","v2091404","1.8.2.18","6.9","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","60 to 64 years","Percent","239","units","0","v2091404","1.8.2.18","7.3","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","60 to 64 years","Percent","239","units","0","v2091404","1.8.2.18","8.0","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","60 to 64 years","Percent","239","units","0","v2091404","1.8.2.18","8.3","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","60 to 64 years","Percent","239","units","0","v2091404","1.8.2.18","6.1","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Men+","65 years and over","Percent","239","units","0","v2091405","1.8.2.19","4.0","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Men+","65 years and over","Percent","239","units","0","v2091405","1.8.2.19","4.2","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Men+","65 years and over","Percent","239","units","0","v2091405","1.8.2.19","4.4","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Men+","65 years and over","Percent","239","units","0","v2091405","1.8.2.19","3.8","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","65 years and over","Percent","239","units","0","v2091405","1.8.2.19","3.8","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","65 years and over","Percent","239","units","0","v2091405","1.8.2.19","4.0","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","65 years and over","Percent","239","units","0","v2091405","1.8.2.19","4.5","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","65 years and over","Percent","239","units","0","v2091405","1.8.2.19","4.3","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","65 years and over","Percent","239","units","0","v2091405","1.8.2.19","4.6","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","65 years and over","Percent","239","units","0","v2091405","1.8.2.19","4.1","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","65 years and over","Percent","239","units","0","v2091405","1.8.2.19","4.8","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","65 years and over","Percent","239","units","0","v2091405","1.8.2.19","4.6","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","65 years and over","Percent","239","units","0","v2091405","1.8.2.19","4.7","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Men+","65 to 69 years","Percent","239","units","0","v2091406","1.8.2.20","3.4","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Men+","65 to 69 years","Percent","239","units","0","v2091406","1.8.2.20","3.6","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Men+","65 to 69 years","Percent","239","units","0","v2091406","1.8.2.20","4.1","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Men+","65 to 69 years","Percent","239","units","0","v2091406","1.8.2.20","3.0","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","65 to 69 years","Percent","239","units","0","v2091406","1.8.2.20","3.5","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","65 to 69 years","Percent","239","units","0","v2091406","1.8.2.20","4.1","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","65 to 69 years","Percent","239","units","0","v2091406","1.8.2.20","5.1","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","65 to 69 years","Percent","239","units","0","v2091406","1.8.2.20","4.7","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","65 to 69 years","Percent","239","units","0","v2091406","1.8.2.20","5.2","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","65 to 69 years","Percent","239","units","0","v2091406","1.8.2.20","4.1","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","65 to 69 years","Percent","239","units","0","v2091406","1.8.2.20","4.5","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","65 to 69 years","Percent","239","units","0","v2091406","1.8.2.20","4.4","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","65 to 69 years","Percent","239","units","0","v2091406","1.8.2.20","4.5","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Men+","70 years and over","Percent","239","units","0","v2091407","1.8.2.21","4.9","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Men+","70 years and over","Percent","239","units","0","v2091407","1.8.2.21","5.3","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Men+","70 years and over","Percent","239","units","0","v2091407","1.8.2.21","4.7","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Men+","70 years and over","Percent","239","units","0","v2091407","1.8.2.21","4.9","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Men+","70 years and over","Percent","239","units","0","v2091407","1.8.2.21","4.3","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Men+","70 years and over","Percent","239","units","0","v2091407","1.8.2.21","3.9","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Men+","70 years and over","Percent","239","units","0","v2091407","1.8.2.21","3.6","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Men+","70 years and over","Percent","239","units","0","v2091407","1.8.2.21","3.7","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Men+","70 years and over","Percent","239","units","0","v2091407","1.8.2.21","3.9","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Men+","70 years and over","Percent","239","units","0","v2091407","1.8.2.21","4.1","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Men+","70 years and over","Percent","239","units","0","v2091407","1.8.2.21","5.1","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Men+","70 years and over","Percent","239","units","0","v2091407","1.8.2.21","5.0","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Men+","70 years and over","Percent","239","units","0","v2091407","1.8.2.21","5.0","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Women+","15 years and over","Percent","239","units","0","v2091597","1.8.3.1","6.0","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Women+","15 years and over","Percent","239","units","0","v2091597","1.8.3.1","5.9","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Women+","15 years and over","Percent","239","units","0","v2091597","1.8.3.1","7.0","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Women+","15 years and over","Percent","239","units","0","v2091597","1.8.3.1","8.0","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Women+","15 years and over","Percent","239","units","0","v2091597","1.8.3.1","5.6","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Women+","15 years and over","Percent","239","units","0","v2091597","1.8.3.1","5.7","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Women+","15 years and over","Percent","239","units","0","v2091597","1.8.3.1","6.0","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Women+","15 years and over","Percent","239","units","0","v2091597","1.8.3.1","5.6","","","","1"
